,dish_id,total_calories,total_mass,ingredients,split
2636,dish_1560369273,0.2642174859506495,0.026105434651151692,"vinegar,brown rice,olive oil,onions,basil,salt,garlic,fish,cherry tomatoes,pepper,pork,country rice,lemon juice,parsley,broccoli,green onions,shallots",train
330,dish_1564588688,-0.5030838370685051,-1.130546529485725,sausage,train
1952,dish_1565021141,1.0187742721682904,0.2015526426943858,"waffles,egg whites,sausage,tofu",train
1577,dish_1557853314,-0.6594566519912353,-0.8056442923686248,yam,train
828,dish_1568405499,1.473190067422115,1.3127182936348685,"radishes,pepper,vinegar,arugula,cabbage,brown rice,mustard greens,thyme,tomatoes,carrot,salt,salmon,pineapple,spinach (raw),cucumbers,mustard,olive oil,rice noodles,mixed greens,garlic,soy sauce,green onions",train
992,dish_1562787783,-0.6661347027965226,-0.9161110529884389,"shallots,olive oil,mustard greens,lemon juice,cranberries,parsley,garlic,arugula,pilaf,apple,salt,bulgur",train
1375,dish_1561662501,-0.4543202558460082,-0.33778507092000054,"olive oil,pepper,corn on the cob,vinegar,cherry tomatoes,salt,mixed greens,lettuce,lime,cucumbers,onions,tofu",train
1195,dish_1563480505,2.4515517163494303,1.6766087992060208,"salmon,mushroom,spinach (raw),brown rice,cream,olive oil,shallots,chili,lime,wine,sour cream,jalapenos,ginger,lemon juice,thyme,onions,pasta,cilantro,garlic,salt,beef",train
1531,dish_1562617492,1.4554764985380666,1.0138082354871363,"radishes,brown rice,vinegar,kale,onions,cilantro,roasted potatoes,garlic,caesar salad,pineapple,steak,arugula,pepperoni pizza,jalapenos,chicken thighs,white rice,thyme,olive oil,parsley,lemon juice,basil,broccoli,salt",train
3260,dish_1558458496,-0.9567057320297415,-0.9096130082460969,grapes,train
2588,dish_1562872470,0.15649999637362408,0.42248616393401395,"chive,jicama,squash,arugula,couscous,spinach (raw),rosemary,parsley,thyme,olive oil,carrot,sour cream,fish,pepper,salt,corn,chicken,bok choy,wheat berry,nopales,lemon juice,basil,zucchini,garlic,lime",train
1688,dish_1559239985,-0.6561015311451105,-0.09085937071100438,pears,train
376,dish_1559842326,0.38606708512020455,-0.7211697107181788,"almonds,mandarin oranges",train
2245,dish_1561577549,-0.5882166680632678,-1.091558261031673,pizza,train
1166,dish_1565208637,-0.016235763766951718,0.57194119300788,"vinegar,chicken thighs,kale,pineapple,white rice,pepper,salt,garlic,caesar salad,lemon juice,brussels sprouts,olive oil,cilantro,onions",train
359,dish_1562698209,0.14576961163184296,-0.5327264131902606,"millet,shallots,olive oil,onions,vinegar,beef,salt,bok choy,spinach (cooked)",train
1425,dish_1559240089,-0.24229472831008755,1.0917847723952403,"salt,pepper,olive oil,carrot,orange,pears",train
1296,dish_1561752449,0.16350779735724807,-0.5392244579326027,"tomatoes,garlic,onions,chili,tortilla,salt,olive oil,chicken thighs,cilantro,cheese",train
2429,dish_1560455090,-0.9229637645244789,-0.40276551834342056,"celery,chicken,cucumbers,cherry tomatoes,baby carrots",train
1032,dish_1562958775,-0.12602915749954463,0.2210467769214118,"salt,mustard,chard,cucumbers,rice noodles,olive oil,figs,garlic,radishes,green onions,vinegar,spinach (raw),cabbage,soy sauce,carrot,mixed greens,cherry tomatoes",train
379,dish_1563389042,-1.0648128339489538,-1.007083679381227,"salt,carrot,olive oil,pepper",train
1734,dish_1565725156,0.9501210133305426,1.8390599177645708,"carrot,bell peppers,chicken,onions,cherry tomatoes,olives",train
1609,dish_1563996656,0.5871701182371178,0.43548225341869795,"carrot,cilantro,garlic,shallots,pepper,jalapenos,brown rice,vinegar,caesar salad,steak,olive oil,tatsoi,lemon juice,parsley,salt",train
2260,dish_1568318408,3.119008925306526,2.248436736532117,"mixed greens,chicken,broccoli,steak",train
2512,dish_1558725193,2.4316275188401244,-0.5522205474172867,almonds,train
138,dish_1563216440,0.7168211418746651,0.8773492958979542,"wheat berry,olive oil,spinach (raw),cherry tomatoes,chicken breast,white rice,parmesan cheese,garlic,salt,broccoli,thyme",train
2881,dish_1563395415,-0.3390964957243845,-0.19482808658847645,"carrot,broccoli,cheese pizza,salt,zucchini,olive oil,squash,pepper",train
3000,dish_1565797645,-1.110047945563837,-0.9550993214424909,watermelon,train
2855,dish_1565383128,1.6545929124680243,1.5531459491015227,"parmesan cheese,cucumbers,vinaigrette,olives,chicken,spinach (raw)",train
2105,dish_1558028057,-0.48732492079455897,-1.2280172006208552,bacon,train
2082,dish_1563305948,-0.22063005616461673,-0.25331048926955446,"croutons,salt,apple,wheat berry,lemon juice,kale,onions,olive oil,cranberries,shallots,chicken,mushroom,vinegar,spinach (raw),parmesan cheese,mustard,caesar dressing,thyme,garlic,parsley",train
2304,dish_1558636980,-0.14705123845253873,1.1697613093033443,"apple,grapes,carrot,cherry tomatoes,almonds",train
1806,dish_1559844030,-1.0890009661887106,-0.9096130082460969,strawberries,train
440,dish_1558725786,-0.6684577012414278,-0.7146716659758368,corn on the cob,train
2442,dish_1561577678,-0.1656176439172548,-0.7341658002028628,"beef,shallots,spinach (cooked),salt,olive oil,onions,vinegar,millet,bok choy",train
3078,dish_1562949162,-0.9004373168018568,-1.3319859164983272,bacon,train
2206,dish_1563219009,0.6431966698965115,-0.09735741545334638,"white rice,garlic,celery,arugula,pepperoni pizza,pork,salt,rosemary,parsley,onions,zucchini,olive oil",train
3134,dish_1567542813,0.30090373840546625,-0.46774596576684063,"white rice,garlic,cilantro,cheese pizza,olive oil,onions,chicken thighs,vinegar,kale,salt,lemon juice,pineapple",train
2309,dish_1564083480,0.02917058236732648,-0.5457225026749446,"grilled chicken,olives",train
1778,dish_1562096343,-1.180681767215589,-1.007083679381227,cucumbers,train
542,dish_1558459994,-1.088428264299225,-1.169534797939777,grapes,train
2992,dish_1558722883,-1.1386832786658985,-1.020079768865911,cauliflower,train
2982,dish_1559678405,1.4258306674838328,1.0982828171375822,"bok choy,garlic,vinegar,onions,shallots,olive oil,mustard,tomatoes,mustard greens,salt,cucumbers,beef,spinach (raw),broccoli,spinach (cooked),millet",train
2693,dish_1558381708,-1.1318585242765737,-1.065566082062305,green beans,train
1384,dish_1563811412,-0.6717364659718359,0.00011325568178367666,egg whites,train
666,dish_1567625343,-0.8977646618495535,-0.9291071424731229,"chard,avocado,kale",train
2652,dish_1556575700,-1.2102716114210526,-0.8511306055650188,plate only,train
1858,dish_1556575014,-0.869988426920998,-1.007083679381227,olives,train
2879,dish_1561749061,0.2351452110733391,0.9293336538366902,"garlic,salmon,pepper,arugula,brown rice,cherry tomatoes,tatsoi,mustard,kale,lemon juice,parsley,celery root,mixed greens,honeydew melons,vinegar,thyme,olive oil,cucumbers,salt",train
2392,dish_1565637162,1.5650107854590851,0.44847834290338195,"garlic,salt,pasta salad,rosemary,zucchini,onions,parsley,olive oil,pork,arugula,white rice",train
407,dish_1564432094,-0.36237945553967427,-1.0005856346388848,pepperoni pizza,train
2696,dish_1563222800,0.23255823303767711,-0.4612479210244986,"chicken breast,cherry tomatoes,pork,spinach (raw),pepperoni pizza,onions,zucchini,olive oil,parsley,white rice,wheat berry,parmesan cheese,arugula,rosemary,thyme,garlic,salt",train
2099,dish_1565811423,-0.06458563601445654,0.47447052187274996,"bell peppers,garlic,pepper,arugula,jalapenos,wheat berry,cabbage,chili,tomatoes,salt,parsley,lemon juice,salmon,bok choy,lime,brown rice,chicken thighs,olive oil,thyme,hominy",train
3059,dish_1565640812,0.21161582035392862,0.11058001630159775,"black beans,mixed greens,chicken",train
1722,dish_1566934366,-0.7914942111052855,-1.195526976909145,cheese pizza,train
2481,dish_1563475788,-1.024141946257652,-0.9031149635037549,pineapple,train
213,dish_1558115011,-0.6584687282266587,-1.2800015585595912,almonds,train
2448,dish_1564690194,1.1803912808618882,1.3841967858006305,"olive oil,onions,lemon juice,kale,lime,chickpeas,cilantro,millet,white rice,fish,steak,ketchup,lentils,parsley,salt,pears,garlic,bell peppers,shallots,jalapenos,pepper,spinach (raw),green beans,arugula,vinegar",train
1619,dish_1563550950,-0.33608262691539253,-0.8056442923686248,"scrambled eggs,bacon,cheese",train
1273,dish_1567542953,1.3788222794587157,0.8903453853826382,"beef,chili,white rice,pineapple,soy sauce,onions,pepper,cilantro,green onions,cheese pizza,salt,chicken thighs,kale,vinegar,lemon juice,carrot,olive oil,orange juice,garlic,broccoli",train
193,dish_1558031628,-1.0609860700764158,-0.8121423371109668,cantaloupe,train
668,dish_1565726848,-0.7229683556370642,-0.6236990395830487,"celery root,salt,broccoli,mustard,onions,olive oil,cranberries,vinegar,arugula",train
882,dish_1565031283,-0.004340059372026701,-0.6561892632947587,"kale,onions,olive oil,green onions,broccoli,garlic,chili,beef,white rice,soy sauce,salt,orange juice,vinegar",train
286,dish_1564516366,-1.062083767390439,-1.2345152453631971,olives,train
1663,dish_1565627800,-0.412351538497633,0.28602722434483185,"sweet potato,olive oil,egg whites",train
2455,dish_1568055986,-0.9506445817505829,-0.9161110529884389,"olives,onions",train
2089,dish_1558116146,-0.8447416034634582,-0.6886794870064687,grapes,train
729,dish_1562872182,-1.0120196695621126,0.513458790326802,"mushroom,bok choy",train
1313,dish_1562097624,-0.8399880188546279,-0.9680954109271749,"wheat berry,olive oil",train
2414,dish_1559238566,-0.9137527323766491,-0.7016755764911528,berries,train
2541,dish_1558382263,0.49176473852387653,1.3517065620889206,"olives,chicken,avocado,spinach (raw),tomatoes,broccoli,green beans",train
1783,dish_1558722636,-1.0635155292729868,-0.9226090977307809,carrot,train
3040,dish_1567020366,-0.6783255277069529,-0.09085937071100438,"brussels sprouts,olive oil,pepper,broccoli,salt",train
776,dish_1558381084,-1.035739256163987,-1.065566082062305,grapes,train
516,dish_1565724196,-0.9922612754040234,-0.8771227845343869,"olive oil,broccoli",train
571,dish_1565725123,0.8432157983848456,1.4751694121934185,"cherry tomatoes,olives,bell peppers,carrot,chicken",train
82,dish_1562959732,0.577831677947206,0.09758392681691373,"salt,soy sauce,bok choy,pork,parsnips,pepper,garlic,sugar,white rice",train
498,dish_1559934645,-1.0926758482544752,-1.046071947835279,caesar salad,train
1337,dish_1561060976,0.05687654141589421,0.31851744805654186,"salmon,onions,jalapenos,tofu,brussels sprouts,cilantro,chili,pepper,salt,lime,ginger,brown rice,spinach (raw),lemon juice,olive oil,garlic,shallots",train
2697,dish_1568060461,0.5878481027013088,0.565443148265538,"white rice,arugula,parsley,zucchini,olive oil,cherry tomatoes,lime,salt,mangos,pork,jalapenos,rosemary,cucumbers,lemon juice,onions,mustard greens,cilantro,garlic,tomatoes",train
1621,dish_1558458541,0.19682567557926905,-1.078562171546989,almonds,train
179,dish_1562787956,-1.082176221344497,-1.013581724123569,caesar salad,train
3238,dish_1558377105,0.6481520095172676,-0.6756833975217847,sausage,train
1447,dish_1566931674,3.519278474641215,2.040499304777173,"chicken,mixed greens,avocado,broccoli,parmesan cheese,olive oil,olives",train
649,dish_1565726887,-0.37977390749907775,-0.2922987577236065,"roasted potatoes,arugula,vinegar,olive oil,cranberries,salt,onions,broccoli,mustard,celery root",train
2213,dish_1556575446,-0.7172666503766694,-0.42225965257044656,"olives,brussels sprouts,celery",train
3158,dish_1562096633,0.1675805196509105,0.13007415052862376,"snow peas,lime,squash,wine,lemon juice,eggplant,green beans,arugula,spinach (cooked),garlic,salt,shallots,mushroom,pepper,chicken thighs,white beans,beets,vinegar,chive,bell peppers,onions,parsley,olive oil,quinoa,mixed greens,artichokes,fish",train
133,dish_1562602860,-0.421930004922162,0.26653309011780585,"strawberries,milk,chia seeds,greek yogurt,watermelon",train
121,dish_1563568338,1.8045835177568559,1.0008121460024524,"salt,garlic,olive oil,kale,onions,wheat berry,mushroom,corn on the cob,ground turkey,chive,cheese pizza,carrot,thyme,celery,cream,white rice,eggs",train
2112,dish_1558375583,0.6325743549018575,0.2210467769214118,"mixed greens,sausage",train
809,dish_1561579576,-0.8380010655887865,0.32501549279888386,"cauliflower,olive oil,salt,eggplant",train
1715,dish_1560802149,0.5341807397753059,0.2080506874367278,"white rice,arugula,chicken breast,squash,caesar dressing,olive oil,thyme,rosemary,salt,garlic,cherry tomatoes,spinach (raw),parmesan cheese,pork,wheat berry,croutons,parsley,zucchini,kale,onions",train
1872,dish_1559240382,-1.1117350200763225,-1.137044574228067,"salt,pepper,carrot,olive oil",train
565,dish_1563910676,2.407120689660608,1.8455579625069127,"brown rice,ginger,radishes,mustard,shallots,lime,chili,olive oil,blueberries,vinegar,spinach (raw),garlic,cilantro,salmon,onions,salt,lemon juice,jalapenos",train
2440,dish_1565117892,-0.5774307928184905,-0.7471618896875468,tuna,train
1830,dish_1565031376,0.31451428881343024,0.591435327234906,"vinegar,olive oil,orange juice,broccoli,garlic,white rice,beef,cauliflower,caesar salad,onions,chili,kale,green onions,salt,soy sauce",train
3071,dish_1559061752,-0.2900274948115764,-0.6042049053560227,eggs,train
1287,dish_1560799113,-0.7405566688015688,-1.169534797939777,pizza,train
139,dish_1559240908,-0.9231546715177148,-0.5782127263866547,orange,train
403,dish_1565724087,-0.10964891176794991,-0.37027529463171055,"cranberries,lemon juice,onions,salt,garlic,chicken,arugula,wheat berry,thyme,olive oil,mustard,parsley,shallots,celery root,vinegar,spinach (raw)",train
780,dish_1565379868,1.4660580320458272,1.4101889647699986,"bok choy,pork,vinegar,soy sauce,salt,radishes,pepper,garlic,white rice,rice noodles,cabbage,sugar,olive oil,carrot,mixed greens,green onions",train
867,dish_1563900205,0.041388166996540576,0.545949014038512,"sweet potato,broccoli,olive oil,scrambled eggs,cantaloupe",train
1117,dish_1563563264,0.32650073380640005,-0.35078116040468454,"olives,grilled chicken",train
737,dish_1563811439,-0.5549043260056464,0.46797247713040796,"cantaloupe,egg whites",train
3241,dish_1558373352,-0.880965280747344,-0.7601579791722308,grapes,train
3163,dish_1565711358,1.1285329980576078,2.8657509870546076,"yam,cantaloupe,sweet potato,grapes,olive oil,egg whites",train
95,dish_1559846099,-0.22264376914924192,-0.6691853527794427,"mandarin oranges,almonds,broccoli",train
2818,dish_1559242155,-0.6561015311451105,-0.09085937071100438,pears,train
1024,dish_1563826223,0.2266806543339248,-0.5067342342208926,"salt,steak,lime,wheat berry,cauliflower,garlic,olive oil",train
653,dish_1562876756,0.4820616034041322,0.6824079536276941,"salt,squash,bok choy,spinach (raw),parsley,lemon juice,thyme,cheese pizza,caesar salad,chicken,wheat berry,green beans,basil,rosemary,zucchini,olive oil,garlic,country rice,pepper",train
415,dish_1565808975,-1.0397959235808902,-0.5652166369019707,"cherry tomatoes,onions",train
1356,dish_1558723096,-1.1315244453903832,-0.9810915004118589,cauliflower,train
2912,dish_1561580608,-1.1136273622015946,-0.8836208292767288,cauliflower,train
484,dish_1558722068,-0.3549771694346807,-1.2085230663938291,almonds,train
1636,dish_1564589366,0.3372295149695274,0.8513571169285862,"egg whites,roasted potatoes",train
404,dish_1562602918,0.057425337574795114,1.2997222041501844,"chia seeds,milk,greek yogurt,sweet potato,strawberries,watermelon,egg whites",train
3212,dish_1558030971,-1.1260837273284359,-1.091558261031673,honeydew melons,train
2522,dish_1558640311,-0.7049534475976718,0.3834978954799619,"grapes,cantaloupe,cherry tomatoes",train
2337,dish_1558633221,-0.3661067736729041,1.5076596359051286,"corn on the cob,cherry tomatoes,apple,cauliflower,carrot",train
466,dish_1560802764,-0.6765461949237682,-0.7666560239145728,"garlic,cherry tomatoes,chicken breast,wheat berry,thyme,kale,bulgur,chickpeas,salt,pepper,spinach (raw),parmesan cheese,squash,olive oil,parsley,lemon juice",train
1025,dish_1558031019,-0.22501570060586293,-0.1298476391650564,"yam,bacon,honeydew melons",train
2748,dish_1565637504,-1.0766400569447652,-1.046071947835279,pineapple,train
2935,dish_1565195362,-0.7398000708029017,-0.7406638449452048,"sweet potato,olive oil",train
2266,dish_1558029278,-0.5131444652318066,-1.2345152453631971,bacon,train
3075,dish_1565724588,0.06266556535202814,1.2542358909537905,"zucchini,broccoli,olive oil,roasted potatoes,chayote squash",train
2480,dish_1560961107,0.4735814594983993,0.6694118641430101,"bagels,cream cheese,berries,sweet potato",train
2004,dish_1558639662,-1.1338152720385481,-0.8316364713379928,cherry tomatoes,train
456,dish_1565032680,0.12738869153729543,-0.05836914699929436,"figs,arugula,vinegar,strawberries,salt,olive oil,mustard",train
2825,dish_1561753477,0.8527467826545356,0.40949007444932994,"tomatoes,celery root,salmon,cheese,vinegar,brown rice,onions,turnips,olive oil,thyme,chili,cherry tomatoes,pepper,chicken thighs,mustard,arugula,tortilla,mixed greens,cilantro,salt,garlic",train
2052,dish_1566333118,-0.06815136019043591,-0.8251384265956508,cheese pizza,train
1284,dish_1558546918,-0.8752382284445982,-1.059068037319963,white rice,train
984,dish_1567106794,-0.7218565983744878,-1.098056305774015,"mustard,olive oil,mixed greens,walnuts,lettuce,salt,garlic,blue cheese,vinegar",train
1306,dish_1565107066,-0.602820749988541,-0.8511306055650188,scrambled eggs,train
3152,dish_1562947020,1.3340594694829064,0.7538864457934561,"scrambled eggs,cheese",train
868,dish_1561580278,-1.0989756167643732,-1.065566082062305,caesar salad,train
2373,dish_1562872981,0.07029877155571236,0.46147443238806596,"lime,salt,couscous,carrot,olive oil,nopales,sour cream,arugula,jicama,corn,fish,cherry tomatoes,parsley,garlic,chive,pepper",train
182,dish_1559238435,-0.6588314281282849,-0.09735741545334638,pears,train
172,dish_1557861697,-1.1475411417054695,-1.065566082062305,eggplant,train
1497,dish_1562012048,0.12114670435704192,0.2015526426943858,"quinoa,salt,arugula,parsley,thyme,lemon juice,olive oil,garlic,shallots",train
3181,dish_1566587714,0.4483679532509239,1.0138082354871363,"tomatoes,pepper,salmon,arugula,jalapenos,brown rice,garlic,bell peppers,salt,chicken,spinach (raw),chard,kale,olive oil,thyme,onions,millet",train
166,dish_1566499633,-0.44004591932651643,-0.5067342342208926,"onions,olive oil,vinegar,garlic,salt,sun dried tomatoes,olives,cucumbers,spinach (raw),mustard",train
3166,dish_1558030910,-0.8229787598510023,-1.3124917822713011,bacon,train
1984,dish_1563911215,-0.16909947611235626,-0.30529484720829053,"salt,millet,chicken,pepper,green beans,jalapenos,spinach (raw),onions,olive oil,fried rice,bell peppers,tomatoes,garlic",train
1983,dish_1563305401,1.0959002440428312,0.7473884010511141,"white rice,garlic,soy sauce,kale,broccoli,carrot,pepper,quinoa,beef,spinach (raw),vinegar,rosemary,lemon juice,olive oil,orange juice,onions,salt,chili,green onions",train
2040,dish_1558031526,-0.8430616400586929,-1.007083679381227,yam,train
153,dish_1563392128,-0.3992510406428829,-0.35727920514702655,"garlic,cilantro,lemon juice,onions,olive oil,salt,arugula,quinoa,fish,tomatillo,pepper,jalapenos",train
2976,dish_1560456853,0.7259702405695507,1.8455579625069127,"parsley,salt,broccoli,fish,jicama,olive oil,sour cream,nopales,lime,chive,carrot,corn,garlic,caesar salad,pepper,arugula,wild rice",train
2179,dish_1564502063,1.1651245821011889,-0.8121423371109668,bacon,train
880,dish_1562704528,-0.4996190428965996,-1.046071947835279,cheese pizza,train
3092,dish_1560787754,-0.8635931834379822,-0.9680954109271749,"bacon,berries",train
1920,dish_1559590202,0.3013207261260983,0.610929461461932,"couscous,caesar salad,chicken,asparagus",train
2354,dish_1562008738,-0.9045101488642961,-0.7016755764911528,"arugula,chard,vinegar,cauliflower,garlic,salt,olive oil,mustard,pecans,blueberries",train
420,dish_1558378553,0.6658581523049316,-0.9680954109271749,almonds,train
1221,dish_1560529825,-0.9577079830059801,-0.6496912185524167,"watermelon,berries",train
784,dish_1565640772,-0.05927440692879688,-0.16883590761910844,"chicken,mixed greens",train
2873,dish_1558639362,-0.46489865855735013,0.8123688484745342,"cauliflower,apple,carrot,corn on the cob",train
3186,dish_1565640528,-1.0263043625270762,-0.7276677554605208,"salt,lime,cilantro,lemon juice,cucumbers,mustard greens,olive oil,jalapenos,arugula,onions,mangos,cherry tomatoes,tomatoes",train
3002,dish_1565033189,1.5487426184212518,1.8845462309609649,"chicken,mixed greens,broccoli,olives",train
2366,dish_1558724658,-0.5499408253149561,0.9553258328060582,"brussels sprouts,honeydew melons,broccoli",train
858,dish_1564691420,-0.1968323094210401,0.058595658362861715,"mixed greens,lime,lettuce,salt,cucumbers,onions,olive oil,pepper,vinegar,corn on the cob,green beans,cherry tomatoes",train
1850,dish_1560367258,-0.4562473087675557,0.8058708037321921,"tofu,fish,asparagus,garlic,cucumbers,green onions,country rice,olive oil,onions,beets,vinegar,mushroom,cherry tomatoes,honeydew melons,mixed greens,salt",train
2787,dish_1563468362,0.7545228461942804,2.4758683025140873,"cottage cheese,pineapple,watermelon,olive oil,sweet potato,berries,yam,egg whites",train
2057,dish_1566851155,0.19898954747812622,0.27952917960248985,"spinach (raw),onions,parsley,olive oil,thyme,salt,quinoa,lemon juice,mustard,arugula,cucumbers,vinegar,garlic,shallots,sun dried tomatoes",train
1617,dish_1560888817,-0.9814753047081358,-1.189028932166803,roasted potatoes,train
141,dish_1559235815,0.47155318544689173,0.33151353754122587,"cream cheese,bagels,strawberries,eggs",train
3028,dish_1559319826,-0.9953634412626357,-0.8966169187614129,berries,train
2496,dish_1558457415,-0.9201002407593837,-0.8901188740190709,sweet potato,train
1338,dish_1565728562,0.48390083175905557,0.29252526908717386,"vinegar,beef,chicken,millet,spinach (cooked),shallots,salt,bok choy,lemon juice,thyme,olive oil,wheat berry,spinach (raw),garlic,roasted potatoes,cheese pizza,onions,parsley,squash",train
1827,dish_1561662562,0.5483444580030247,0.46797247713040796,"lime,pork,olive oil,tofu,green beans,onions,corn on the cob,vinegar,bok choy,salt,lettuce,garlic,pepper,cherry tomatoes,white rice,cucumbers,soy sauce,mixed greens,sugar",train
783,dish_1564775147,0.3542212586944055,-0.42875769731278857,"salmon,arugula,mayonnaise,parsley,kale,shallots,olive oil,garlic,pepper,cherry tomatoes,pickles,salt,lentils,lemon juice,chive",train
793,dish_1563826306,3.0031191932429473,0.617427506204274,"garlic,lime,salt,brownies,olive oil,wheat berry,steak,pepperoni pizza,cauliflower",train
1350,dish_1559845370,-0.7601719101569251,-0.5067342342208926,"potatoes,mandarin oranges",train
3222,dish_1558723475,-1.101552791971003,-0.9745934556695169,cantaloupe,train
1137,dish_1563813436,0.7882811597021888,0.16256437424033376,"salt,pepper,pineapple,sausage,sweet potato,olive oil,brussels sprouts,bacon",train
2209,dish_1564518542,0.42374737498321496,0.11058001630159775,"onions,lemon juice,garlic,shallots,spinach (cooked),carrot,mixed greens,lettuce,cherry tomatoes,pepper,mushroom,chicken thighs,eggplant,olive oil,lime,cucumbers,salt,cheese pizza,wine,quinoa,vinegar,squash",train
2875,dish_1566933180,-0.43974479493617064,-0.7861501581415988,"salt,vinegar,olive oil,garlic,thyme,parsley,basil,arugula,brown rice,lemon juice,chicken thighs,radishes",train
2675,dish_1565640576,0.25627055581005476,0.32501549279888386,"olive oil,lemon juice,onions,salt,cilantro,white rice,cherry tomatoes,jalapenos,arugula,mangos,pork,mustard greens,cucumbers,tomatoes,parsley,lime,garlic,rosemary,asparagus,zucchini",train
1947,dish_1562959024,0.3132883815679979,-0.22082026555784445,"tomatillo,pepper,quinoa,arugula,garlic,cilantro,jalapenos,onions,olive oil,lemon juice,salt,pizza,fish",train
1365,dish_1561752970,1.8551019962782906,0.532952924553828,"garlic,onions,chili,tortilla,salt,olive oil,chicken thighs,cilantro,cheese,tomatoes",train
2893,dish_1564686740,0.6978178709955886,0.026105434651151692,"olive oil,olives,pepper,cherry tomatoes,lettuce,cheese pizza,mixed greens,lime,salt,vinegar,onions,cucumbers",train
2240,dish_1562011794,1.2458907013824414,0.9553258328060582,"olive oil,pork,jalapenos,pepper,wheat berry,cabbage,brussels sprouts,carrot,garlic,couscous,parsley,lemon juice,salt,mayonnaise",train
759,dish_1568404889,-0.0300741798380753,0.013109345166467685,"olive oil,vinegar,radishes,soy sauce,carrot,fried rice,mixed greens,garlic,green onions,cabbage,rice noodles",train
